val,estimator
0.04941285714163368,knn_atc
-0.06763528791267205,knn_atc
0.018774210523759834,knn_atc
-0.22877827557044444,knn_atc
0.0864530930410023,knn_atc
0.07233869174752681,knn_atc
-0.4282956232540581,knn_atc
0.06721015851528259,knn_atc
0.06609812344702835,knn_atc
-0.0901110430706376,knn_atc
0.1322568024427525,knn_atc
0.01505781041011129,knn_atc
0.34948869118077397,knn_atc
0.16822803238553835,knn_atc
-0.07591784771094266,knn_atc
0.017685877996810647,knn_atc
0.2588993956494386,knn_atc
-0.02614218154335544,knn_atc
-0.1273779773175791,knn_atc
-0.12260479584386873,knn_atc
0.19312721390909005,knn_atc
0.1261650249440834,knn_atc
0.09706436572665189,knn_atc
-0.05948626790361912,knn_atc
0.23156244471899395,knn_atc
0.12192837591711109,knn_atc
0.1314321189672783,knn_atc
0.03499112565375302,knn_atc
0.10161736598826446,knn_atc
-0.009875426051454576,knn_atc
0.03227404524304832,knn_atc
-0.003031747705007939,knn_atc
-0.153702894476392,knn_atc
0.005221792900985876,knn_atc
-0.05512675470481078,knn_atc
0.1622532840777075,knn_atc
-0.0053557900993241045,knn_atc
0.24695599738394677,knn_atc
0.07124232015463947,knn_atc
-0.137211555601336,knn_atc
0.019060983567419476,knn_atc
0.028839064994294148,knn_atc
-0.2811095212907435,knn_atc
0.18399326737285393,knn_atc
-0.04559677682754614,knn_atc
0.25448434869192704,knn_atc
0.0037915026825091343,knn_atc
-0.12502045725620714,knn_atc
0.1663518313483312,knn_atc
-0.04488536974381788,knn_atc
0.04181453967356355,knn_atc
-0.06436250145077178,knn_atc
-0.2301328230283258,knn_atc
-0.06611405500917115,knn_atc
0.17933845594206055,knn_atc
0.20047726027857754,knn_atc
-0.216516127043989,knn_atc
0.21394418192958606,knn_atc
0.10118299554027042,knn_atc
-0.036052009398810536,knn_atc
-0.08310015421296182,knn_atc
0.18026844052832405,knn_atc
-0.16001790729607232,knn_atc
0.07710884013898145,knn_atc
-0.20299904213137776,knn_atc
0.07734408568745262,knn_atc
0.20807004180602495,knn_atc
-0.19282296517667719,knn_atc
0.08355094227543977,knn_atc
0.006794020048735175,knn_atc
0.18839785325026273,knn_atc
-0.12862930176686352,knn_atc
0.2139392017772171,knn_atc
0.11995558712193634,knn_atc
-0.07372392156723505,knn_atc
-0.14435227008175716,knn_atc
0.08441849835127611,knn_atc
-0.055609133409857923,knn_atc
0.06719520112070869,knn_atc
-0.05011290363512927,knn_atc
0.27405800349393905,knn_atc
0.05545336032674308,knn_atc
-0.0928442718903058,knn_atc
0.022819968141672604,knn_atc
0.026129007362370716,knn_atc
0.023223706077135427,knn_atc
-0.055650063621457996,knn_atc
0.06678191801205538,knn_atc
0.10320232517859351,knn_atc
0.3146837185594855,knn_atc
-0.08956910493156019,knn_atc
0.1141579109079255,knn_atc
0.03849440095253456,knn_atc
0.04543974515583975,knn_atc
-0.25961096085583674,knn_atc
0.317712171453252,knn_atc
0.06046611945999716,knn_atc
0.015470807985279115,knn_atc
0.0994709067453914,knn_atc
-0.053135078510746725,knn_atc
0.0022348508004347567,knn_atc
0.1945414904050516,knn_atc
0.27649071656840896,knn_atc
0.22138834955402986,knn_atc
-0.15254857329664445,knn_atc
-0.09745402331973763,knn_atc
-0.03256909278037902,knn_atc
0.028318801433852528,knn_atc
0.019334062569917522,knn_atc
0.06322429802514544,knn_atc
0.31174494713839784,knn_atc
-0.3733682220020917,knn_atc
-0.1146424709123312,knn_atc
0.07942384974638651,knn_atc
0.010286018297787051,knn_atc
-0.00977306417216011,knn_atc
5.482880534527457e-4,knn_atc
-0.2558006321669368,knn_atc
-0.1292126628235327,knn_atc
0.4198479757293593,knn_atc
-0.19988987097537708,knn_atc
-0.030348358537731778,knn_atc
0.058752381607838564,knn_atc
0.15955407460878485,knn_atc
-0.04291101069203369,knn_atc
0.00833133177264724,knn_atc
-0.21663523689587164,knn_atc
-0.06564721034348049,knn_atc
0.025941184687976744,knn_atc
0.012291213105274108,knn_atc
-0.06888669300703906,knn_atc
0.13476603780692986,knn_atc
-0.25592483398573623,knn_atc
0.08828912736497276,knn_atc
0.004211134096952483,knn_atc
0.23745871805611501,knn_atc
-0.07448941175204925,knn_atc
-0.07449197289879876,knn_atc
-0.24831028344000736,knn_atc
0.003054599458968995,knn_atc
0.07335716850013167,knn_atc
0.01933444791459081,knn_atc
-0.2607016561373538,knn_atc
-0.4926981455960245,knn_atc
-0.11920476438431231,knn_atc
0.12349164789480678,knn_atc
-0.05205510902221811,knn_atc
0.19941908875946227,knn_atc
-0.1389049158367469,knn_atc
-0.12887608059693223,knn_atc
-0.042293746659792505,knn_atc
0.15132079447872374,knn_atc
-0.06592665624007087,knn_atc
-0.11925559147576373,knn_atc
-0.057021100602096635,knn_atc
0.05377404373014707,knn_atc
0.34543052693830073,knn_atc
-0.16657293476893842,knn_atc
0.2775963303997416,knn_atc
-0.051902706027287686,knn_atc
-0.14403507243919775,knn_atc
0.16695401021182177,knn_atc
-0.15464722100202863,knn_atc
0.03956411284049102,knn_atc
0.14958818127288112,knn_atc
0.3204275116430336,knn_atc
-0.20492403143278823,knn_atc
0.04486951599649644,knn_atc
-0.136789442045272,knn_atc
-0.2979592586666038,knn_atc
-0.21767018919791087,knn_atc
-0.09572573345698843,knn_atc
-0.050372115442645235,knn_atc
0.09115910415306054,knn_atc
0.30859428402063066,knn_atc
0.3005597696822776,knn_atc
-0.08734608392616121,knn_atc
0.04546526299996813,knn_atc
0.4346931994905134,knn_atc
-0.014669591644060355,knn_atc
-0.2669651360599796,knn_atc
-0.36224584937850696,knn_atc
-0.10712296589281135,knn_atc
0.01555388973367426,knn_atc
0.16857753818202312,knn_atc
0.22004649438597265,knn_atc
0.27799124346801585,knn_atc
-0.13557843646508091,knn_atc
0.37152280664204207,knn_atc
-0.154054897490695,knn_atc
0.27206242315283913,knn_atc
0.07624786049190795,knn_atc
-0.34130404913420004,knn_atc
0.2760060645587701,knn_atc
-0.01672586141489843,knn_atc
-0.002362299642191769,knn_atc
0.07703842608678042,knn_atc
-0.05375411615526878,knn_atc
-0.19896904933597048,knn_atc
-0.12122679035574443,knn_atc
-0.03953392906372396,knn_atc
0.045915446201411386,knn_atc
-0.15179634762755762,knn_atc
-0.23907319678067107,knn_atc
-0.1310520183852434,knn_atc
-0.0071848317776728446,knn_atc
0.10373377428976852,knn_atc
0.04978705565889958,knn_atc
0.1066421344376732,knn_atc
-0.1986229006467155,knn_atc
0.41219194791958214,knn_atc
0.030998051650258256,knn_atc
0.249036020703788,knn_atc
-0.028301131700287023,knn_atc
0.08043997815166531,knn_atc
0.3040709014885769,knn_atc
0.008702808476335151,knn_atc
-0.19975478331094132,knn_atc
-0.12774421076697257,knn_atc
-0.07114585557671534,knn_atc
-0.06853630754331498,knn_atc
-0.06493152304019319,knn_atc
-0.05828202141487334,knn_atc
0.11160602469159187,knn_atc
0.11360039592071593,knn_atc
-0.19858641416763675,knn_atc
0.04994228438411085,knn_atc
0.007302302272934878,knn_atc
-0.20074512895578608,knn_atc
-0.15735331526330648,knn_atc
-0.046721103264854354,knn_atc
-0.05262114438600498,knn_atc
-0.004061225007320611,knn_atc
-0.06908449705796893,knn_atc
0.2145608694923088,knn_atc
0.002606558513877052,knn_atc
0.02840692365820949,knn_atc
-0.14655817165032362,knn_atc
0.09624553978641275,knn_atc
-0.08568948640405485,knn_atc
-0.3769039531233122,knn_atc
-0.45476655738768024,knn_atc
-0.1787815881467186,knn_atc
-0.07380379870880763,knn_atc
0.08161453310167965,knn_atc
-0.22678915807305433,knn_atc
0.08881217486602229,knn_atc
-0.11010898694550153,knn_atc
-0.16766829644307749,knn_atc
0.1109975575507829,knn_atc
0.1955714656106404,knn_atc
0.06680147675659656,knn_atc
-0.0656955187820784,knn_atc
0.1420598399592311,knn_atc
-0.24602795207229847,knn_atc
0.3399151141029962,knn_atc
-0.04688858007402034,knn_atc
0.2914620321879614,knn_atc
0.04098886076041462,knn_atc
-0.27682866579931287,knn_atc
-0.17001866232624338,knn_atc
-0.03118039449620778,knn_atc
0.12225266471805826,knn_atc
-0.2825916722445979,knn_atc
0.17243822265580105,knn_atc
0.1353000236747856,knn_atc
0.11148077968682693,knn_atc
0.3395193616691,knn_atc
-0.0502826337800126,knn_atc
-0.2264830724450476,knn_atc
0.08361610623736138,knn_atc
0.31258771355712806,knn_atc
0.33043626442336865,knn_atc
-0.10499617289057901,knn_atc
0.07136389160801712,knn_atc
0.04575653256857759,knn_atc
0.060835071503283954,knn_atc
0.31125079353536556,knn_atc
-0.14079737676399143,knn_atc
-0.04029351556517943,knn_atc
0.11055310174960803,knn_atc
0.04784834868273679,knn_atc
-0.095013453728784,knn_atc
-0.2945232871170196,knn_atc
-0.228489459870298,knn_atc
-0.16732310863626637,knn_atc
0.19029073362298118,knn_atc
0.2432119750579245,knn_atc
0.0672086551565967,knn_atc
-0.08054369457047456,knn_atc
0.2220380807291264,knn_atc
0.2692111335979525,knn_atc
-0.07417355572571356,knn_atc
-0.13534617995358184,knn_atc
0.18401323033858133,knn_atc
0.013381676311940613,knn_atc
0.19144783886566974,knn_atc
0.21753913606631925,knn_atc
0.008140656930460727,knn_atc
-0.02749187370295561,knn_atc
-0.09154678668451412,knn_atc
0.012002617561263536,knn_atc
0.0805168937781901,knn_atc
0.2112244110709103,knn_atc
0.01635908131779248,knn_atc
0.29318967342370256,knn_atc
0.05305004083717358,knn_atc
0.2091780333125198,knn_atc
0.09467057481950526,knn_atc
0.22465568187792023,knn_atc
-0.07414070073901188,knn_atc
0.07256010380690804,knn_atc
0.5338376840708133,knn_atc
0.12542559736852874,knn_atc
0.033070533814048016,knn_atc
0.1504677435681361,knn_atc
-0.4731931645351083,knn_atc
0.4467804144123426,knn_atc
0.03277146641759089,knn_atc
-0.23064982274209606,knn_atc
-0.1356312638336503,knn_atc
-0.18958274400571598,knn_atc
-0.24946462304424244,knn_atc
-0.08945215836162358,knn_atc
0.0595528032821111,knn_atc
0.11284209729474116,knn_atc
-0.1492193605311256,knn_atc
0.09177216815103814,knn_atc
0.14285586045851575,knn_atc
0.011391781324039809,knn_atc
0.5698691435560429,knn_atc
-0.024605650336027803,knn_atc
-0.0997929297582681,knn_atc
-0.06013358509410321,knn_atc
0.14688913921321842,knn_atc
-0.03006893129668507,knn_atc
-0.22387173178232173,knn_atc
0.2901887139295183,knn_atc
0.13027534292407095,knn_atc
-0.14128538138059465,knn_atc
0.12394870625013979,knn_atc
0.09852551793299288,knn_atc
0.13277401482920273,knn_atc
0.0759001922202923,knn_atc
0.30115105857056734,knn_atc
-0.35410669298951153,knn_atc
-0.13166976510131254,knn_atc
0.1179950690930155,knn_atc
0.04388821780045838,knn_atc
0.022626872356224476,knn_atc
0.07673739756131316,knn_atc
-0.04206127209382667,knn_atc
-0.17145465044242983,knn_atc
0.145193676880321,knn_atc
0.1916481786992871,knn_atc
-0.01314796531256126,knn_atc
0.014837535680199633,knn_atc
0.1779352364922802,knn_atc
-0.21176749251658403,knn_atc
0.13991929193519986,knn_atc
0.19790059131449284,knn_atc
-0.007042951896435623,knn_atc
0.1951930681105498,knn_atc
0.2163427647615341,knn_atc
-0.4094425245939691,knn_atc
0.08534810523465138,knn_atc
0.41005988445156744,knn_atc
0.23867956751998914,knn_atc
-0.10518484319037454,knn_atc
-0.2465520732845265,knn_atc
-0.21959677976380784,knn_atc
0.09849760933005049,knn_atc
-0.0343021462063398,knn_atc
-0.021798694277097932,knn_atc
0.05996968033806794,knn_atc
0.06547104769242888,knn_atc
0.13015758509349018,knn_atc
0.10576567101938818,knn_atc
0.1527199688981783,knn_atc
0.06885441024745004,knn_atc
0.02610178082518167,knn_atc
-0.08975200760265324,knn_atc
-0.07067731847682229,knn_atc
-0.2101901396648335,knn_atc
0.15582651483922624,knn_atc
-0.128579710440743,knn_atc
-0.2264282784415166,knn_atc
-0.007390618708830937,knn_atc
0.3389184658868318,knn_atc
0.14358900476503544,knn_atc
-0.0763152326026972,knn_atc
0.30040708619367,knn_atc
0.12516265112518962,knn_atc
0.11923241365191951,knn_atc
0.18311498026194858,knn_atc
-0.050717017677245346,knn_atc
-0.25607682309040364,knn_atc
0.10912188555589701,knn_atc
0.06709633614057546,knn_atc
-0.17310955136906261,knn_atc
-0.0833701764684517,knn_atc
-0.15791662996557826,knn_atc
-0.14029130914792834,knn_atc
0.07680030037896453,knn_atc
0.09750920962086583,knn_atc
-0.3468447279636415,knn_atc
0.12318985923402336,knn_atc
-0.27052879148129066,knn_atc
0.05475032933271422,knn_atc
-0.31457150886497454,knn_atc
0.1418429515633811,knn_atc
-0.2609874637163035,knn_atc
0.37713982914349103,knn_atc
-0.025522906922986578,knn_atc
0.14725168706153385,knn_atc
0.4257761416870955,knn_atc
0.12776636909786987,knn_atc
-9.863845612502894e-4,knn_atc
-0.10556258214828507,knn_atc
0.012999538292568585,knn_atc
0.3075817347309069,knn_atc
-0.07382565485708084,knn_atc
-0.2666083540431342,knn_atc
-0.16493359350419337,knn_atc
-0.20140012357647988,knn_atc
-0.27589081534437077,knn_atc
0.1002825338810397,knn_atc
-0.18378846315164826,knn_atc
-0.025955555879757935,knn_atc
-0.25314476375050166,knn_atc
-0.10180997891546277,knn_atc
-0.16040869649681475,knn_atc
-0.4139889026235606,knn_atc
-0.25578927229332543,knn_atc
0.1903740382981793,knn_atc
-0.169355267715434,knn_atc
0.03589965439653914,knn_atc
0.01651879400044206,knn_atc
0.2559224705438352,knn_atc
0.22525697634618094,knn_atc
0.02755542186152558,knn_atc
-0.12238999026865345,knn_atc
-0.1136605876323193,knn_atc
0.5828144779740949,knn_atc
-0.1487917246754674,knn_atc
-0.07199356600326741,knn_atc
0.24350399115896879,knn_atc
-0.18481900642904353,knn_atc
-0.15815909802645547,knn_atc
0.5615289414158221,knn_atc
-0.01816821455071956,knn_atc
-0.1639421022801055,knn_atc
0.09823178735614412,knn_atc
-0.040915302684497404,knn_atc
0.13043434619605215,knn_atc
0.29282422143998793,knn_atc
-0.12395356818505715,knn_atc
-0.34371782769041137,knn_atc
-0.034903638175404636,knn_atc
0.03797608225146593,knn_atc
-0.023408487411950982,knn_atc
0.15159817148819407,knn_atc
0.20339850307376836,knn_atc
0.2194463884026066,knn_atc
-0.11321184408166551,knn_atc
-0.0818922600818165,knn_atc
0.1875498488838957,knn_atc
0.0767825384360151,knn_atc
-0.053733509733449585,knn_atc
0.4758567826041894,knn_atc
0.11770724104253898,knn_atc
0.12251876427416956,knn_atc
0.32345421137677743,knn_atc
0.10305816748346737,knn_atc
0.18752000772645613,knn_atc
-0.004858428134101941,knn_atc
-0.025850821515232218,knn_atc
-0.1171051760527889,knn_atc
0.19589512677888118,knn_atc
-0.031797918943661865,knn_atc
0.09675628155031145,knn_atc
-0.038436272486616484,knn_atc
0.1542064729169705,knn_atc
0.008656695991619045,knn_atc
0.2144900694510617,knn_atc
0.2691012037921073,knn_atc
-0.10291185674287077,knn_atc
0.10265641152007497,knn_atc
-0.211288688958348,knn_atc
0.27908074575200537,knn_atc
0.001299212020015747,knn_atc
-0.041950821548612585,knn_atc
-0.2248170308671658,knn_atc
0.3127989597680703,knn_atc
0.06093903673275714,knn_atc
0.1045586159640381,knn_atc
-0.060647938523505744,knn_atc
0.029456394664997602,knn_atc
-0.26398564702491567,knn_atc
0.06774757073856856,knn_atc
